Date,Open,High,Low,Close,Adj Close,Volume
01-09-2015,1278,1305.599976,1265,1268.699951,1062.783936,2987602
02-09-2015,1279.849976,1310.224976,1274,1295.900024,1085.569702,3765950
03-09-2015,1298.050049,1307.5,1288.125,1302.800049,1091.349976,2265074
04-09-2015,1305.699951,1307.449951,1269.574951,1273.724976,1066.99353,2426396
07-09-2015,1276.5,1279.974976,1266.349976,1269.875,1063.768555,1759184
08-09-2015,1272.5,1282.050049,1261.75,1270.150024,1063.998901,1787746
09-09-2015,1281.474976,1287,1272,1274.875,1067.956665,2045076
10-09-2015,1271,1289.25,1263.5,1272.699951,1066.134888,2665818
11-09-2015,1273.25,1284.199951,1270.300049,1276,1068.899658,1592672
14-09-2015,1282.5,1282.5,1271.5,1275.824951,1068.752686,1589318
15-09-2015,1275.824951,1279.449951,1268,1268.625,1062.721436,1379900
16-09-2015,1277.5,1282.5,1270.525024,1275.175049,1068.208374,1756816
18-09-2015,1282.5,1293,1269.5,1275.625,1068.585083,2455294
21-09-2015,1275,1278.550049,1266.599976,1275.525024,1068.501221,1108840
22-09-2015,1278.75,1286.199951,1245,1263.400024,1058.344604,2081246
23-09-2015,1267.150024,1278.875,1256.300049,1266.324951,1060.794434,1228352
24-09-2015,1267.75,1295,1264.949951,1290.199951,1080.794189,2354254
28-09-2015,1297,1309.5,1289.75,1296.849976,1086.365234,2366812
29-09-2015,1291.675049,1317,1284.925049,1294.125,1084.082275,3325952
30-09-2015,1321.849976,1321.849976,1285.474976,1294.025024,1083.998535,3368336
01-10-2015,1299.5,1324.974976,1296.099976,1322.300049,1107.68457,2834408
05-10-2015,1326.349976,1385,1326.349976,1355.824951,1135.768311,4807306
06-10-2015,1362.5,1363,1342,1350,1130.888794,3979590
07-10-2015,1346.974976,1358.5,1323.474976,1326.974976,1111.600708,2065530
08-10-2015,1335,1339.175049,1310,1316.900024,1103.161255,2357550
09-10-2015,1325.25,1325.300049,1304,1314.824951,1101.422241,2249724
12-10-2015,1327.5,1330.175049,1293.5,1296.300049,1085.904541,2455912
13-10-2015,1301.400024,1306,1283.800049,1299.275024,1088.396606,6179712
14-10-2015,1274,1274,1240,1241.849976,1040.29187,8337128
15-10-2015,1245,1251.75,1232.5,1233.875,1033.611328,3215710
16-10-2015,1240.449951,1246,1235,1236,1035.391479,2333828
19-10-2015,1245,1247.474976,1227.925049,1244.375,1042.407349,3130642
20-10-2015,1248.125,1265,1247.800049,1263.375,1058.323364,2695084
21-10-2015,1267.5,1271,1261.125,1265,1059.684326,1929688
23-10-2015,1274,1274,1263.650024,1268.574951,1064.994751,2335398
26-10-2015,1274.5,1274.5,1257.550049,1268.275024,1064.742798,1414630
27-10-2015,1265.025024,1272.449951,1260.175049,1265.550049,1062.455078,1530420
28-10-2015,1255.025024,1266.775024,1255.025024,1264.550049,1061.615479,1255342
29-10-2015,1266.775024,1267.699951,1245.025024,1247.675049,1047.448608,3130316
30-10-2015,1250,1255.949951,1242.5,1247.599976,1047.38562,1516696
02-11-2015,1250,1261.400024,1243.775024,1258.675049,1056.683472,1319294
03-11-2015,1264,1273.900024,1259.25,1271.724976,1067.638916,1364906
04-11-2015,1272.5,1273.599976,1260,1266.900024,1063.588257,991434
05-11-2015,1265.400024,1267.474976,1240,1241.324951,1042.11731,1596098
06-11-2015,1246,1259.125,1241.724976,1252.875,1051.813965,908024
09-11-2015,1247.5,1251.375,1234.300049,1235.675049,1037.37439,2021556
10-11-2015,1236.474976,1238.5,1225,1229.074951,1031.833374,1361920
13-11-2015,1219.025024,1219.025024,1193.275024,1198.699951,1006.333069,2743232
16-11-2015,1195,1195,1178,1187.300049,996.762817,2043528
17-11-2015,1190.25,1199.224976,1187.5,1195.275024,1003.457825,1985028
18-11-2015,1194.449951,1194.449951,1173,1175.724976,987.044739,1520352
19-11-2015,1182.675049,1190.800049,1176,1181.275024,991.704224,1866906
20-11-2015,1183.25,1211.775024,1180.974976,1199.175049,1006.731873,2012126
23-11-2015,1202.650024,1206.699951,1191.125,1195.525024,1003.667542,1088082
24-11-2015,1190.025024,1196.224976,1182.75,1183.974976,993.971252,998640
26-11-2015,1188.949951,1191.199951,1168.925049,1172.775024,984.568604,2915292
27-11-2015,1174,1179.724976,1166.25,1176.675049,987.842346,1737206
30-11-2015,1182.5,1195.625,1175.074951,1186.775024,996.321594,4100048
01-12-2015,1181.449951,1189.025024,1178.525024,1180.949951,991.431763,1721994
02-12-2015,1189,1189.050049,1173.25,1182.599976,992.816528,1640296
03-12-2015,1180,1186.5,1173.5,1175.375,986.751221,2283358
04-12-2015,1170,1173.650024,1160.550049,1164.199951,977.369751,1246092
07-12-2015,1166.099976,1171.949951,1157.625,1159.900024,973.759583,1382604
08-12-2015,1159.699951,1174.5,1158.650024,1164.5,977.621399,1139964
09-12-2015,1168.949951,1186.400024,1160,1183.824951,993.845276,5282806
10-12-2015,1184.5,1195.599976,1176,1192.275024,1000.939209,1723988
11-12-2015,1191.5,1195.974976,1181.625,1193,1001.548035,1652378
14-12-2015,1167.599976,1193.5,1165.300049,1189.224976,998.378601,2718532
15-12-2015,1189.224976,1192.5,1181.525024,1187.925049,997.28717,1135868
16-12-2015,1192,1207.25,1192,1204.199951,1010.950256,1435934
17-12-2015,1207.5,1222.5,1196.675049,1219.875,1024.109497,1618844
18-12-2015,1210,1217.099976,1200.324951,1208.400024,1014.476563,3024970
21-12-2015,1209.974976,1225,1203.425049,1223.199951,1026.901489,1610104
22-12-2015,1220,1220,1200,1202.525024,1009.544128,1560858
23-12-2015,1207.5,1217.5,1205.275024,1212.900024,1018.254578,849834
24-12-2015,1210.5,1219.099976,1202,1217.125,1021.801147,843160
28-12-2015,1214,1233.199951,1210.099976,1231.349976,1033.743408,3704198
29-12-2015,1229.175049,1232.650024,1222.875,1227.900024,1030.84729,1708524
30-12-2015,1226.525024,1229.5,1206.150024,1209.150024,1015.105896,1605762
31-12-2015,1207.875,1224.25,1203.75,1218.425049,1022.892639,1240318
01-01-2016,1219.5,1219.5,1206.125,1208.199951,1014.308472,712262
04-01-2016,1205.074951,1207,1183.025024,1184.800049,994.663879,1870184
05-01-2016,1192.5,1193.300049,1170.5,1174.474976,985.995667,2678020
